raw_year,decimal_date,year_source,aims_year,reef_name,source_file,column,year_changed
2025,2024.7616438356165,date,2025,Agincourt_Reef_No_1,juvenile_ABUNDANCE.csv,Juveniles,False
1989,1989.1397260273968,date,1989,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
1994,1994.117808219178,date,1994,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
1995,1995.2767123287672,date,1995,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
1996,1996.0246575342464,date,1996,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
1997,1997.07397260274,date,1997,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
1998,1998.0712328767124,date,1998,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
1999,1999.07397260274,date,1999,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2000,2000.06301369863,date,2000,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2001,2001.0767123287671,date,2001,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2002,2001.7013698630135,date,2002,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2003,2002.8164383561643,date,2003,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2004,2004.0164383561644,date,2004,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2005,2005.07397260274,date,2005,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2006,2005.7972602739728,date,2006,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2007,2007.019178082192,date,2007,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2008,2008.3205479452051,date,2008,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2009,2009.1013698630136,date,2009,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2010,2009.8876712328768,date,2010,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2011,2011.0684931506848,date,2011,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2012,2012.1315068493152,date,2012,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2013,2013.0273972602736,date,2013,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2014,2014.2027397260276,date,2014,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2015,2015.172602739726,date,2015,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2016,2015.9150684931503,date,2016,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2017,2016.6986301369864,date,2017,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2018,2017.9534246575345,date,2018,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2019,2019.1315068493152,date,2019,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2020,2020.1041095890407,date,2020,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2023,2022.8328767123287,date,2023,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2024,2023.6657534246572,date,2024,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2025,2024.7616438356165,date,2025,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
2026,2025.7205479452052,date,2026,Agincourt_Reef_No_1,manta_HC_visual_estimate.csv,HC_cover,False
1994,1994.120547945205,date,1994,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
1995,1995.2767123287672,date,1995,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
1996,1996.0273972602736,date,1996,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
1997,1997.07397260274,date,1997,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
1998,1998.0712328767124,date,1998,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
1999,1999.0767123287671,date,1999,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2000,2000.06301369863,date,2000,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2001,2001.0767123287671,date,2001,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2002,2001.7041095890409,date,2002,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2003,2002.8164383561643,date,2003,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2004,2004.0136986301368,date,2004,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2005,2005.07397260274,date,2005,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2006,2005.7972602739728,date,2006,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2007,2007.019178082192,date,2007,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2008,2008.3205479452051,date,2008,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2009,2009.0986301369865,date,2009,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2010,2009.8876712328768,date,2010,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2011,2011.0712328767124,date,2011,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2012,2012.128767123288,date,2012,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2013,2013.021917808219,date,2013,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2014,2014.2027397260276,date,2014,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2015,2015.172602739726,date,2015,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2016,2015.9150684931503,date,2016,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2017,2016.6958904109588,date,2017,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2018,2017.9561643835616,date,2018,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2019,2019.1315068493152,date,2019,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2020,2020.1068493150683,date,2020,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2021,2020.8493150684928,date,2021,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2023,2022.8328767123287,date,2023,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2024,2023.6657534246572,date,2024,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
2025,2024.7616438356165,date,2025,Agincourt_Reef_No_1,photo_transect_ALGAE.csv,ALGAE_cover,False
1994,1994.120547945205,date,1994,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
1995,1995.2767123287672,date,1995,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
1996,1996.0273972602736,date,1996,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
1997,1997.07397260274,date,1997,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
1998,1998.0712328767124,date,1998,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
1999,1999.0767123287671,date,1999,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2000,2000.06301369863,date,2000,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2001,2001.0767123287671,date,2001,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2002,2001.7041095890409,date,2002,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2003,2002.8164383561643,date,2003,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2004,2004.0136986301368,date,2004,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2005,2005.07397260274,date,2005,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2006,2005.7972602739728,date,2006,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2007,2007.019178082192,date,2007,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2008,2008.3205479452051,date,2008,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2009,2009.0986301369865,date,2009,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2010,2009.8876712328768,date,2010,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2011,2011.0712328767124,date,2011,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2012,2012.128767123288,date,2012,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2013,2013.021917808219,date,2013,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2014,2014.2027397260276,date,2014,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2015,2015.172602739726,date,2015,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2016,2015.9150684931503,date,2016,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2017,2016.6958904109588,date,2017,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2018,2017.9561643835616,date,2018,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2019,2019.1315068493152,date,2019,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2020,2020.1068493150683,date,2020,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2021,2020.8493150684928,date,2021,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2023,2022.8328767123287,date,2023,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2024,2023.6657534246572,date,2024,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
2025,2024.7616438356165,date,2025,Agincourt_Reef_No_1,photo_transect_HARD_CORAL.csv,HC_cover,False
1994,1994.120547945205,date,1994,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
1995,1995.2767123287672,date,1995,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
1996,1996.0273972602736,date,1996,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
1997,1997.07397260274,date,1997,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
1998,1998.0712328767124,date,1998,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
1999,1999.0767123287671,date,1999,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2000,2000.06301369863,date,2000,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2001,2001.0767123287671,date,2001,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2002,2001.7041095890409,date,2002,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2003,2002.8164383561643,date,2003,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2004,2004.0136986301368,date,2004,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2005,2005.07397260274,date,2005,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2006,2005.7972602739728,date,2006,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2007,2007.019178082192,date,2007,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2008,2008.3205479452051,date,2008,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2009,2009.0986301369865,date,2009,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2010,2009.8876712328768,date,2010,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2011,2011.0712328767124,date,2011,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2012,2012.128767123288,date,2012,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2013,2013.021917808219,date,2013,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2014,2014.2027397260276,date,2014,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2015,2015.172602739726,date,2015,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2016,2015.9150684931503,date,2016,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2017,2016.6958904109588,date,2017,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2018,2017.9561643835616,date,2018,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2019,2019.1315068493152,date,2019,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2020,2020.1068493150683,date,2020,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2021,2020.8493150684928,date,2021,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2023,2022.8328767123287,date,2023,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2024,2023.6657534246572,date,2024,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2025,2024.7616438356165,date,2025,Agincourt_Reef_No_1,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
1994,1994.120547945205,date,1994,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
1995,1995.2767123287672,date,1995,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
1996,1996.0273972602736,date,1996,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
1997,1997.07397260274,date,1997,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
1998,1998.0712328767124,date,1998,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
1999,1999.0767123287671,date,1999,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2000,2000.06301369863,date,2000,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2001,2001.0767123287671,date,2001,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2002,2001.7041095890409,date,2002,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2003,2002.8164383561643,date,2003,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2004,2004.0136986301368,date,2004,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2005,2005.07397260274,date,2005,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2006,2005.7972602739728,date,2006,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2007,2007.019178082192,date,2007,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2008,2008.3205479452051,date,2008,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2009,2009.0986301369865,date,2009,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2010,2009.8876712328768,date,2010,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2011,2011.0712328767124,date,2011,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2012,2012.128767123288,date,2012,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2013,2013.021917808219,date,2013,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2014,2014.2027397260276,date,2014,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2015,2015.172602739726,date,2015,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2016,2015.9150684931503,date,2016,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2017,2016.6958904109588,date,2017,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2018,2017.9561643835616,date,2018,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2019,2019.1315068493152,date,2019,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2020,2020.1068493150683,date,2020,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2021,2020.8493150684928,date,2021,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2023,2022.8328767123287,date,2023,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2024,2023.6657534246572,date,2024,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2025,2024.7616438356165,date,2025,Agincourt_Reef_No_1,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2006,2005.8027397260275,date,2006,Arlington_Reef,fish_Herbivores.csv,Fish_Herbivores,False
2008,2008.328767123288,date,2008,Arlington_Reef,fish_Herbivores.csv,Fish_Herbivores,False
2010,2009.8958904109588,date,2010,Arlington_Reef,fish_Herbivores.csv,Fish_Herbivores,False
2012,2012.1369863013697,date,2012,Arlington_Reef,fish_Herbivores.csv,Fish_Herbivores,False
2014,2014.208219178082,date,2014,Arlington_Reef,fish_Herbivores.csv,Fish_Herbivores,False
2016,2015.92602739726,date,2016,Arlington_Reef,fish_Herbivores.csv,Fish_Herbivores,False
2017,2016.7123287671232,date,2017,Arlington_Reef,fish_Herbivores.csv,Fish_Herbivores,False
2018,2017.9479452054795,date,2018,Arlington_Reef,fish_Herbivores.csv,Fish_Herbivores,False
2020,2020.117808219178,date,2020,Arlington_Reef,fish_Herbivores.csv,Fish_Herbivores,False
2008,2008.328767123288,date,2008,Arlington_Reef,juvenile_ABUNDANCE.csv,Juveniles,False
2010,2009.8958904109588,date,2010,Arlington_Reef,juvenile_ABUNDANCE.csv,Juveniles,False
2012,2012.1369863013697,date,2012,Arlington_Reef,juvenile_ABUNDANCE.csv,Juveniles,False
2014,2014.208219178082,date,2014,Arlington_Reef,juvenile_ABUNDANCE.csv,Juveniles,False
2016,2015.92602739726,date,2016,Arlington_Reef,juvenile_ABUNDANCE.csv,Juveniles,False
2017,2016.7123287671232,date,2017,Arlington_Reef,juvenile_ABUNDANCE.csv,Juveniles,False
2018,2017.9479452054795,date,2018,Arlington_Reef,juvenile_ABUNDANCE.csv,Juveniles,False
2020,2020.117808219178,date,2020,Arlington_Reef,juvenile_ABUNDANCE.csv,Juveniles,False
1986,1986.0246575342464,survey_date,1986,Arlington_Reef,manta_cots_density.csv,COTS_density,False
1990,1990.035616438356,survey_date,1990,Arlington_Reef,manta_cots_density.csv,COTS_density,False
2006,2005.8027397260275,survey_date,2006,Arlington_Reef,manta_cots_density.csv,COTS_density,False
2008,2008.3315068493152,survey_date,2008,Arlington_Reef,manta_cots_density.csv,COTS_density,False
2010,2009.8958904109588,survey_date,2010,Arlington_Reef,manta_cots_density.csv,COTS_density,False
2012,2012.1369863013697,survey_date,2012,Arlington_Reef,manta_cots_density.csv,COTS_density,False
2014,2014.208219178082,survey_date,2014,Arlington_Reef,manta_cots_density.csv,COTS_density,False
2016,2015.92602739726,survey_date,2016,Arlington_Reef,manta_cots_density.csv,COTS_density,False
2017,2016.7150684931505,survey_date,2017,Arlington_Reef,manta_cots_density.csv,COTS_density,False
2018,2017.9506849315069,survey_date,2018,Arlington_Reef,manta_cots_density.csv,COTS_density,False
2020,2020.120547945205,survey_date,2020,Arlington_Reef,manta_cots_density.csv,COTS_density,False
2024,2023.6767123287673,survey_date,2024,Arlington_Reef,manta_cots_density.csv,COTS_density,False
1986,1986.0246575342464,date,1986,Arlington_Reef,manta_HC_visual_estimate.csv,HC_cover,False
1990,1990.035616438356,date,1990,Arlington_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2006,2005.8027397260275,date,2006,Arlington_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2008,2008.3315068493152,date,2008,Arlington_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2010,2009.8958904109588,date,2010,Arlington_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2012,2012.1369863013697,date,2012,Arlington_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2014,2014.208219178082,date,2014,Arlington_Reef,manta_HC_visual_estimate.csv,HC_cover,False
