raw_year,decimal_date,year_source,aims_year,reef_name,source_file,column,year_changed
1993,1992.4054794520548,survey_date,1992,Dip_Reef,manta_cots_density.csv,COTS_density,True
1995,1995.27397260274,survey_date,1995,Dip_Reef,manta_cots_density.csv,COTS_density,False
1996,1996.3150684931504,survey_date,1996,Dip_Reef,manta_cots_density.csv,COTS_density,False
1997,1997.2383561643835,survey_date,1997,Dip_Reef,manta_cots_density.csv,COTS_density,False
1998,1998.3315068493152,survey_date,1998,Dip_Reef,manta_cots_density.csv,COTS_density,False
1999,1999.3123287671233,survey_date,1999,Dip_Reef,manta_cots_density.csv,COTS_density,False
2000,2000.3342465753424,survey_date,2000,Dip_Reef,manta_cots_density.csv,COTS_density,False
2001,2001.3315068493152,survey_date,2001,Dip_Reef,manta_cots_density.csv,COTS_density,False
2002,2002.1068493150683,survey_date,2002,Dip_Reef,manta_cots_density.csv,COTS_density,False
2003,2003.208219178082,survey_date,2003,Dip_Reef,manta_cots_density.csv,COTS_density,False
2004,2004.32602739726,survey_date,2004,Dip_Reef,manta_cots_density.csv,COTS_density,False
2005,2005.3534246575343,survey_date,2005,Dip_Reef,manta_cots_density.csv,COTS_density,False
2007,2007.3780821917808,survey_date,2007,Dip_Reef,manta_cots_density.csv,COTS_density,False
2011,2011.3342465753424,survey_date,2011,Dip_Reef,manta_cots_density.csv,COTS_density,False
2015,2015.342465753425,survey_date,2015,Dip_Reef,manta_cots_density.csv,COTS_density,False
2017,2017.3369863013695,survey_date,2017,Dip_Reef,manta_cots_density.csv,COTS_density,False
2019,2019.4109589041093,survey_date,2019,Dip_Reef,manta_cots_density.csv,COTS_density,False
1984,1984.1945205479449,survey_date,1984,Dip_Reef,manta_cots_density.csv,COTS_density,False
2021,2021.235616438356,survey_date,2021,Dip_Reef,manta_cots_density.csv,COTS_density,False
2022,2022.1671232876713,survey_date,2022,Dip_Reef,manta_cots_density.csv,COTS_density,False
2023,2023.2027397260276,survey_date,2023,Dip_Reef,manta_cots_density.csv,COTS_density,False
2025,2025.254794520548,survey_date,2025,Dip_Reef,manta_cots_density.csv,COTS_density,False
1986,1985.608219178082,date,1986,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
1988,1987.52602739726,date,1988,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
1990,1989.4602739726029,date,1989,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,True
1993,1992.4054794520548,date,1992,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,True
1995,1995.27397260274,date,1995,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
1996,1996.3150684931504,date,1996,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
1997,1997.2383561643835,date,1997,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
1998,1998.3315068493152,date,1998,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
1999,1999.3123287671233,date,1999,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2000,2000.3342465753424,date,2000,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2001,2001.3315068493152,date,2001,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2002,2002.1068493150683,date,2002,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2003,2003.208219178082,date,2003,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2004,2004.32602739726,date,2004,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2005,2005.3534246575343,date,2005,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2007,2007.3780821917808,date,2007,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2011,2011.3342465753424,date,2011,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2015,2015.342465753425,date,2015,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2017,2017.3369863013695,date,2017,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2019,2019.4109589041093,date,2019,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2021,2021.235616438356,date,2021,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2022,2022.1671232876713,date,2022,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2023,2023.2027397260276,date,2023,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
2025,2025.254794520548,date,2025,Dip_Reef,manta_HC_visual_estimate.csv,HC_cover,False
1993,1992.6246575342464,date,1993,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
1995,1995.2767123287672,date,1995,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
1996,1996.3150684931504,date,1996,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
1997,1997.2383561643835,date,1997,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
1998,1998.3315068493152,date,1998,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
1999,1999.3150684931504,date,1999,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
2000,2000.3342465753424,date,2000,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
2001,2001.3315068493152,date,2001,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
2002,2002.1068493150683,date,2002,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
2003,2003.208219178082,date,2003,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
2004,2004.32602739726,date,2004,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
2005,2005.3315068493152,date,2005,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
2007,2007.380821917808,date,2007,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
2009,2009.328767123288,date,2009,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
2011,2011.3315068493152,date,2011,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
2013,2013.3890410958904,date,2013,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
2015,2015.3397260273969,date,2015,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
2017,2017.3534246575343,date,2017,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
2019,2019.419178082192,date,2019,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
2021,2021.2438356164384,date,2021,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
2022,2022.1671232876713,date,2022,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
2023,2023.2027397260276,date,2023,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
2024,2024.4273972602737,date,2024,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
2025,2025.254794520548,date,2025,Dip_Reef,photo_transect_ALGAE.csv,ALGAE_cover,False
1993,1992.6246575342464,date,1993,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
1995,1995.2767123287672,date,1995,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
1996,1996.3150684931504,date,1996,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
1997,1997.2383561643835,date,1997,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
1998,1998.3315068493152,date,1998,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
1999,1999.3150684931504,date,1999,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
2000,2000.3342465753424,date,2000,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
2001,2001.3315068493152,date,2001,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
2002,2002.1068493150683,date,2002,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
2003,2003.208219178082,date,2003,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
2004,2004.32602739726,date,2004,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
2005,2005.3315068493152,date,2005,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
2007,2007.380821917808,date,2007,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
2009,2009.328767123288,date,2009,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
2011,2011.3315068493152,date,2011,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
2013,2013.3890410958904,date,2013,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
2015,2015.3397260273969,date,2015,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
2017,2017.3534246575343,date,2017,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
2019,2019.419178082192,date,2019,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
2021,2021.2438356164384,date,2021,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
2022,2022.1671232876713,date,2022,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
2023,2023.2027397260276,date,2023,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
2024,2024.4273972602737,date,2024,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
2025,2025.254794520548,date,2025,Dip_Reef,photo_transect_HARD_CORAL.csv,HC_cover,False
1993,1992.6246575342464,date,1993,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
1995,1995.2767123287672,date,1995,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
1996,1996.3150684931504,date,1996,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
1997,1997.2383561643835,date,1997,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
1998,1998.3315068493152,date,1998,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
1999,1999.3150684931504,date,1999,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2000,2000.3342465753424,date,2000,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2001,2001.3315068493152,date,2001,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2002,2002.1068493150683,date,2002,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2003,2003.208219178082,date,2003,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2004,2004.32602739726,date,2004,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2005,2005.3315068493152,date,2005,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2007,2007.380821917808,date,2007,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2009,2009.328767123288,date,2009,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2011,2011.3315068493152,date,2011,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2013,2013.3890410958904,date,2013,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2015,2015.3397260273969,date,2015,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2017,2017.3534246575343,date,2017,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2019,2019.419178082192,date,2019,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2021,2021.2438356164384,date,2021,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2022,2022.1671232876713,date,2022,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2023,2023.2027397260276,date,2023,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2024,2024.4273972602737,date,2024,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
2025,2025.254794520548,date,2025,Dip_Reef,photo_transect_MACROALGAE.csv,MACROALGAE_cover,False
1993,1992.6246575342464,date,1993,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
1995,1995.2767123287672,date,1995,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
1996,1996.3150684931504,date,1996,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
1997,1997.2383561643835,date,1997,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
1998,1998.3315068493152,date,1998,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
1999,1999.3150684931504,date,1999,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2000,2000.3342465753424,date,2000,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2001,2001.3315068493152,date,2001,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2002,2002.1068493150683,date,2002,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2003,2003.208219178082,date,2003,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2004,2004.32602739726,date,2004,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2005,2005.3315068493152,date,2005,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2007,2007.380821917808,date,2007,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2009,2009.328767123288,date,2009,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2011,2011.3315068493152,date,2011,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2013,2013.3890410958904,date,2013,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2015,2015.3397260273969,date,2015,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2017,2017.3534246575343,date,2017,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2019,2019.419178082192,date,2019,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2021,2021.2438356164384,date,2021,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2022,2022.1671232876713,date,2022,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2023,2023.2027397260276,date,2023,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2024,2024.4273972602737,date,2024,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
2025,2025.254794520548,date,2025,Dip_Reef,photo_transect_SOFT_CORAL.csv,SOFT_CORAL_cover,False
1995,1994.8602739726027,date,1995,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
1996,1995.8931506849317,date,1996,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
1997,1996.854794520548,date,1997,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
1998,1997.9068493150685,date,1998,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
1999,1998.9315068493152,date,1999,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2000,1999.890410958904,date,2000,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2001,2000.67397260274,date,2001,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2002,2001.619178082192,date,2002,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2003,2002.6849315068491,date,2003,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2004,2003.8,date,2004,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2005,2004.9013698630135,date,2005,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2006,2006.035616438356,date,2006,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2007,2006.8575342465756,date,2007,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2008,2008.07397260274,date,2008,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2009,2008.9205479452053,date,2009,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2010,2009.7917808219177,date,2010,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2011,2010.9369863013696,date,2011,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2012,2011.8931506849317,date,2012,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2013,2012.6575342465756,date,2013,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2014,2013.904109589041,date,2014,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2015,2014.6328767123289,date,2015,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2016,2016.0246575342464,date,2016,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2017,2017.0657534246573,date,2017,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2018,2018.0767123287671,date,2018,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2019,2019.27397260274,date,2019,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2021,2020.66301369863,date,2021,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2022,2021.9315068493152,date,2022,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2022,2021.9315068493152,date,2022,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2023,2023.3753424657532,date,2023,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2023,2023.3753424657532,date,2023,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2024,2024.3397260273969,date,2024,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2024,2024.3397260273969,date,2024,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2025,2025.0136986301368,date,2025,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2025,2025.0136986301368,date,2025,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2026,2025.86301369863,date,2026,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2026,2025.86301369863,date,2026,East_Cay,fish_Herbivores.csv,Fish_Herbivores,False
2007,2006.8575342465756,date,2007,East_Cay,juvenile_ABUNDANCE.csv,Juveniles,False
2008,2008.07397260274,date,2008,East_Cay,juvenile_ABUNDANCE.csv,Juveniles,False
2009,2008.9205479452053,date,2009,East_Cay,juvenile_ABUNDANCE.csv,Juveniles,False
2010,2009.7917808219177,date,2010,East_Cay,juvenile_ABUNDANCE.csv,Juveniles,False
2011,2010.9369863013696,date,2011,East_Cay,juvenile_ABUNDANCE.csv,Juveniles,False
2012,2011.8931506849317,date,2012,East_Cay,juvenile_ABUNDANCE.csv,Juveniles,False
2013,2012.6575342465756,date,2013,East_Cay,juvenile_ABUNDANCE.csv,Juveniles,False
2014,2013.904109589041,date,2014,East_Cay,juvenile_ABUNDANCE.csv,Juveniles,False
2015,2014.635616438356,date,2015,East_Cay,juvenile_ABUNDANCE.csv,Juveniles,False
2016,2016.0246575342464,date,2016,East_Cay,juvenile_ABUNDANCE.csv,Juveniles,False
2017,2017.0657534246573,date,2017,East_Cay,juvenile_ABUNDANCE.csv,Juveniles,False
2018,2018.0767123287671,date,2018,East_Cay,juvenile_ABUNDANCE.csv,Juveniles,False
2019,2019.2767123287672,date,2019,East_Cay,juvenile_ABUNDANCE.csv,Juveniles,False
2021,2020.66301369863,date,2021,East_Cay,juvenile_ABUNDANCE.csv,Juveniles,False
2022,2021.9315068493152,date,2022,East_Cay,juvenile_ABUNDANCE.csv,Juveniles,False
2023,2023.3753424657532,date,2023,East_Cay,juvenile_ABUNDANCE.csv,Juveniles,False
2024,2024.3397260273969,date,2024,East_Cay,juvenile_ABUNDANCE.csv,Juveniles,False
2025,2025.0136986301368,date,2025,East_Cay,juvenile_ABUNDANCE.csv,Juveniles,False
1992,1991.6657534246572,survey_date,1992,East_Cay,manta_cots_density.csv,COTS_density,False
1994,1994.2602739726028,survey_date,1994,East_Cay,manta_cots_density.csv,COTS_density,False
1995,1994.86301369863,survey_date,1995,East_Cay,manta_cots_density.csv,COTS_density,False
1996,1995.890410958904,survey_date,1996,East_Cay,manta_cots_density.csv,COTS_density,False
1997,1996.854794520548,survey_date,1997,East_Cay,manta_cots_density.csv,COTS_density,False
1998,1997.9068493150685,survey_date,1998,East_Cay,manta_cots_density.csv,COTS_density,False
1999,1998.9315068493152,survey_date,1999,East_Cay,manta_cots_density.csv,COTS_density,False
2000,1999.8931506849317,survey_date,2000,East_Cay,manta_cots_density.csv,COTS_density,False
2001,2000.67397260274,survey_date,2001,East_Cay,manta_cots_density.csv,COTS_density,False
2002,2001.6219178082192,survey_date,2002,East_Cay,manta_cots_density.csv,COTS_density,False
2003,2002.6849315068491,survey_date,2003,East_Cay,manta_cots_density.csv,COTS_density,False
2004,2003.8,survey_date,2004,East_Cay,manta_cots_density.csv,COTS_density,False
2005,2004.909589041096,survey_date,2005,East_Cay,manta_cots_density.csv,COTS_density,False
2006,2006.035616438356,survey_date,2006,East_Cay,manta_cots_density.csv,COTS_density,False
2007,2006.8602739726027,survey_date,2007,East_Cay,manta_cots_density.csv,COTS_density,False
2008,2008.07397260274,survey_date,2008,East_Cay,manta_cots_density.csv,COTS_density,False
2009,2008.9205479452053,survey_date,2009,East_Cay,manta_cots_density.csv,COTS_density,False
2010,2009.7917808219177,survey_date,2010,East_Cay,manta_cots_density.csv,COTS_density,False
2011,2010.9369863013696,survey_date,2011,East_Cay,manta_cots_density.csv,COTS_density,False
2012,2011.8931506849317,survey_date,2012,East_Cay,manta_cots_density.csv,COTS_density,False
2013,2012.660273972603,survey_date,2013,East_Cay,manta_cots_density.csv,COTS_density,False
2014,2013.9068493150685,survey_date,2014,East_Cay,manta_cots_density.csv,COTS_density,False
2015,2015.0657534246573,survey_date,2015,East_Cay,manta_cots_density.csv,COTS_density,False
2016,2016.0246575342464,survey_date,2016,East_Cay,manta_cots_density.csv,COTS_density,False
2017,2017.06301369863,survey_date,2017,East_Cay,manta_cots_density.csv,COTS_density,False
2018,2018.0520547945205,survey_date,2018,East_Cay,manta_cots_density.csv,COTS_density,False
2021,2020.6684931506848,survey_date,2021,East_Cay,manta_cots_density.csv,COTS_density,False
2022,2021.9342465753425,survey_date,2022,East_Cay,manta_cots_density.csv,COTS_density,False
2023,2023.383561643836,survey_date,2023,East_Cay,manta_cots_density.csv,COTS_density,False
2025,2025.021917808219,survey_date,2025,East_Cay,manta_cots_density.csv,COTS_density,False
2026,2025.86301369863,survey_date,2026,East_Cay,manta_cots_density.csv,COTS_density,False
1992,1991.6657534246572,date,1992,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
1994,1994.2602739726028,date,1994,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
1995,1994.86301369863,date,1995,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
1996,1995.890410958904,date,1996,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
1997,1996.854794520548,date,1997,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
1998,1997.9068493150685,date,1998,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
1999,1998.9315068493152,date,1999,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2000,1999.8931506849317,date,2000,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2001,2000.67397260274,date,2001,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2002,2001.6219178082192,date,2002,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2003,2002.6849315068491,date,2003,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2004,2003.8,date,2004,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2005,2004.909589041096,date,2005,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2006,2006.035616438356,date,2006,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2007,2006.8602739726027,date,2007,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2008,2008.07397260274,date,2008,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2009,2008.9205479452053,date,2009,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2010,2009.7917808219177,date,2010,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2011,2010.9369863013696,date,2011,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2012,2011.8931506849317,date,2012,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2013,2012.660273972603,date,2013,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2014,2013.9068493150685,date,2014,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2015,2015.0657534246573,date,2015,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2016,2016.0246575342464,date,2016,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2017,2017.06301369863,date,2017,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2018,2018.0520547945205,date,2018,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2021,2020.6684931506848,date,2021,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2022,2021.9342465753425,date,2022,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2023,2023.383561643836,date,2023,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2025,2025.021917808219,date,2025,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
2026,2025.86301369863,date,2026,East_Cay,manta_HC_visual_estimate.csv,HC_cover,False
1994,1994.380821917808,date,1994,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
1995,1994.8602739726027,date,1995,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
1996,1995.8931506849317,date,1996,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
1997,1996.854794520548,date,1997,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
1998,1997.9068493150685,date,1998,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
1999,1998.9315068493152,date,1999,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
2000,1999.890410958904,date,2000,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
2001,2000.67397260274,date,2001,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
2002,2001.619178082192,date,2002,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
2003,2002.6849315068491,date,2003,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
2004,2003.8,date,2004,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
2005,2004.9013698630135,date,2005,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
2006,2006.035616438356,date,2006,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
2007,2006.8575342465756,date,2007,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
2008,2008.07397260274,date,2008,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
2009,2008.9205479452053,date,2009,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
2010,2009.7917808219177,date,2010,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
2011,2010.9369863013696,date,2011,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
2012,2011.8931506849317,date,2012,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
2013,2012.6575342465756,date,2013,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
2014,2013.904109589041,date,2014,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
2015,2014.635616438356,date,2015,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
2016,2016.0246575342464,date,2016,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
2017,2017.0657534246573,date,2017,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
2018,2018.0767123287671,date,2018,East_Cay,photo_transect_ALGAE.csv,ALGAE_cover,False
