reef_name,year,column,raw_record_n,retained_priority_num,retained_priority,value_min,value_max,value_mean,decimal_date_min,decimal_date_max,decimal_date_mean,source_file_n,aggregation_applied,is_hc_cover
Agincourt_Reef_No_1,1999,MACROALGAE_cover,1,1,primary,1.002198314298449,1.002198314298449,1.002198314298449,1999.0767123287671,1999.0767123287671,1999.0767123287671,1,False,False
Agincourt_Reef_No_1,1999,SOFT_CORAL_cover,1,1,primary,30.4645148727741,30.4645148727741,30.4645148727741,1999.0767123287671,1999.0767123287671,1999.0767123287671,1,False,False
Agincourt_Reef_No_1,2000,ALGAE_cover,1,1,primary,36.40981340816317,36.40981340816317,36.40981340816317,2000.06301369863,2000.06301369863,2000.06301369863,1,False,False
Agincourt_Reef_No_1,2000,Fish_Herbivores,1,1,primary,36.60052464370416,36.60052464370416,36.60052464370416,2000.06301369863,2000.06301369863,2000.06301369863,1,False,False
Agincourt_Reef_No_1,2000,HC_cover,1,1,primary,37.14392392890793,37.14392392890793,37.14392392890793,2000.06301369863,2000.06301369863,2000.06301369863,1,False,True
Agincourt_Reef_No_1,2000,MACROALGAE_cover,1,1,primary,2.7533765325596904,2.7533765325596904,2.7533765325596904,2000.06301369863,2000.06301369863,2000.06301369863,1,False,False
Agincourt_Reef_No_1,2000,SOFT_CORAL_cover,1,1,primary,24.75605807949328,24.75605807949328,24.75605807949328,2000.06301369863,2000.06301369863,2000.06301369863,1,False,False
Agincourt_Reef_No_1,2001,ALGAE_cover,1,1,primary,34.16518978723522,34.16518978723522,34.16518978723522,2001.0767123287671,2001.0767123287671,2001.0767123287671,1,False,False
Agincourt_Reef_No_1,2001,Fish_Herbivores,1,1,primary,35.777910224329496,35.777910224329496,35.777910224329496,2001.0767123287671,2001.0767123287671,2001.0767123287671,1,False,False
Agincourt_Reef_No_1,2001,HC_cover,1,1,primary,39.44528329415552,39.44528329415552,39.44528329415552,2001.0767123287671,2001.0767123287671,2001.0767123287671,1,False,True
Agincourt_Reef_No_1,2001,MACROALGAE_cover,1,1,primary,1.2473296141237018,1.2473296141237018,1.2473296141237018,2001.0767123287671,2001.0767123287671,2001.0767123287671,1,False,False
Agincourt_Reef_No_1,2001,SOFT_CORAL_cover,1,1,primary,24.340370038634365,24.340370038634365,24.340370038634365,2001.0767123287671,2001.0767123287671,2001.0767123287671,1,False,False
Agincourt_Reef_No_1,2002,ALGAE_cover,1,1,primary,31.662295366715792,31.662295366715792,31.662295366715792,2001.7041095890409,2001.7041095890409,2001.7041095890409,1,False,False
Agincourt_Reef_No_1,2002,Fish_Herbivores,1,1,primary,29.506355286322474,29.506355286322474,29.506355286322474,2001.7041095890409,2001.7041095890409,2001.7041095890409,1,False,False
Agincourt_Reef_No_1,2002,HC_cover,1,1,primary,40.11319086133191,40.11319086133191,40.11319086133191,2001.7041095890409,2001.7041095890409,2001.7041095890409,1,False,True
Agincourt_Reef_No_1,2002,MACROALGAE_cover,1,1,primary,0.95492573081968,0.95492573081968,0.95492573081968,2001.7041095890409,2001.7041095890409,2001.7041095890409,1,False,False
Agincourt_Reef_No_1,2002,SOFT_CORAL_cover,1,1,primary,30.164960307741257,30.164960307741257,30.164960307741257,2001.7041095890409,2001.7041095890409,2001.7041095890409,1,False,False
Agincourt_Reef_No_1,2003,ALGAE_cover,1,1,primary,34.7913974444207,34.7913974444207,34.7913974444207,2002.8164383561643,2002.8164383561643,2002.8164383561643,1,False,False
Agincourt_Reef_No_1,2003,Fish_Herbivores,1,1,primary,33.18185685676031,33.18185685676031,33.18185685676031,2002.8164383561643,2002.8164383561643,2002.8164383561643,1,False,False
Agincourt_Reef_No_1,2003,HC_cover,1,1,primary,37.20363552028287,37.20363552028287,37.20363552028287,2002.8164383561643,2002.8164383561643,2002.8164383561643,1,False,True
Agincourt_Reef_No_1,2003,MACROALGAE_cover,1,1,primary,0.8352557003570543,0.8352557003570543,0.8352557003570543,2002.8164383561643,2002.8164383561643,2002.8164383561643,1,False,False
Agincourt_Reef_No_1,2003,SOFT_CORAL_cover,1,1,primary,27.183411879868064,27.183411879868064,27.183411879868064,2002.8164383561643,2002.8164383561643,2002.8164383561643,1,False,False
Agincourt_Reef_No_1,2004,ALGAE_cover,1,1,primary,34.64169841940868,34.64169841940868,34.64169841940868,2004.0136986301368,2004.0136986301368,2004.0136986301368,1,False,False
Agincourt_Reef_No_1,2004,Fish_Herbivores,1,1,primary,40.25409500614416,40.25409500614416,40.25409500614416,2004.0136986301368,2004.0136986301368,2004.0136986301368,1,False,False
Agincourt_Reef_No_1,2004,HC_cover,1,1,primary,35.97276722000527,35.97276722000527,35.97276722000527,2004.0136986301368,2004.0136986301368,2004.0136986301368,1,False,True
Agincourt_Reef_No_1,2004,MACROALGAE_cover,1,1,primary,0.8988388453102422,0.8988388453102422,0.8988388453102422,2004.0136986301368,2004.0136986301368,2004.0136986301368,1,False,False
Agincourt_Reef_No_1,2004,SOFT_CORAL_cover,1,1,primary,26.5853967785706,26.5853967785706,26.5853967785706,2004.0136986301368,2004.0136986301368,2004.0136986301368,1,False,False
Agincourt_Reef_No_1,2005,ALGAE_cover,1,1,primary,40.94301533150737,40.94301533150737,40.94301533150737,2005.07397260274,2005.07397260274,2005.07397260274,1,False,False
Agincourt_Reef_No_1,2005,Fish_Herbivores,1,1,primary,47.34662456442523,47.34662456442523,47.34662456442523,2005.07397260274,2005.07397260274,2005.07397260274,1,False,False
Agincourt_Reef_No_1,2005,HC_cover,1,1,primary,37.61509273365422,37.61509273365422,37.61509273365422,2005.07397260274,2005.07397260274,2005.07397260274,1,False,True
Agincourt_Reef_No_1,2005,MACROALGAE_cover,1,1,primary,0.3544682094750419,0.3544682094750419,0.3544682094750419,2005.07397260274,2005.07397260274,2005.07397260274,1,False,False
Agincourt_Reef_No_1,2005,SOFT_CORAL_cover,1,1,primary,21.20863916261784,21.20863916261784,21.20863916261784,2005.07397260274,2005.07397260274,2005.07397260274,1,False,False
Agincourt_Reef_No_1,2006,ALGAE_cover,1,1,primary,45.13039005291552,45.13039005291552,45.13039005291552,2005.7972602739728,2005.7972602739728,2005.7972602739728,1,False,False
Agincourt_Reef_No_1,2006,Fish_Herbivores,1,1,primary,39.007518223097456,39.007518223097456,39.007518223097456,2005.7972602739728,2005.7972602739728,2005.7972602739728,1,False,False
Agincourt_Reef_No_1,2006,HC_cover,1,1,primary,30.180157642540223,30.180157642540223,30.180157642540223,2005.7972602739728,2005.7972602739728,2005.7972602739728,1,False,True
Agincourt_Reef_No_1,2006,MACROALGAE_cover,1,1,primary,0.2177576958858186,0.2177576958858186,0.2177576958858186,2005.7972602739728,2005.7972602739728,2005.7972602739728,1,False,False
Agincourt_Reef_No_1,2006,SOFT_CORAL_cover,1,1,primary,26.65428187868517,26.65428187868517,26.65428187868517,2005.7972602739728,2005.7972602739728,2005.7972602739728,1,False,False
Agincourt_Reef_No_1,2007,ALGAE_cover,1,1,primary,50.649394724726,50.649394724726,50.649394724726,2007.019178082192,2007.019178082192,2007.019178082192,1,False,False
Agincourt_Reef_No_1,2007,Fish_Herbivores,1,1,primary,47.328167337344325,47.328167337344325,47.328167337344325,2007.019178082192,2007.019178082192,2007.019178082192,1,False,False
Agincourt_Reef_No_1,2007,HC_cover,1,1,primary,25.32687944686564,25.32687944686564,25.32687944686564,2007.019178082192,2007.019178082192,2007.019178082192,1,False,True
Agincourt_Reef_No_1,2007,Juveniles,1,1,primary,6.462052456374146,6.462052456374146,6.462052456374146,2007.019178082192,2007.019178082192,2007.019178082192,1,False,False
Agincourt_Reef_No_1,2007,MACROALGAE_cover,1,1,primary,2.522435958836456,2.522435958836456,2.522435958836456,2007.019178082192,2007.019178082192,2007.019178082192,1,False,False
Agincourt_Reef_No_1,2007,SOFT_CORAL_cover,1,1,primary,25.44200104245335,25.44200104245335,25.44200104245335,2007.019178082192,2007.019178082192,2007.019178082192,1,False,False
Agincourt_Reef_No_1,2008,ALGAE_cover,1,1,primary,42.27523328132137,42.27523328132137,42.27523328132137,2008.3205479452051,2008.3205479452051,2008.3205479452051,1,False,False
Agincourt_Reef_No_1,2008,Fish_Herbivores,1,1,primary,42.835855294006926,42.835855294006926,42.835855294006926,2008.3205479452051,2008.3205479452051,2008.3205479452051,1,False,False
Agincourt_Reef_No_1,2008,HC_cover,1,1,primary,28.10227081147941,28.10227081147941,28.10227081147941,2008.3205479452051,2008.3205479452051,2008.3205479452051,1,False,True
Agincourt_Reef_No_1,2008,Juveniles,1,1,primary,5.490961710374741,5.490961710374741,5.490961710374741,2008.3205479452051,2008.3205479452051,2008.3205479452051,1,False,False
Agincourt_Reef_No_1,2008,MACROALGAE_cover,1,1,primary,1.5748143789313318,1.5748143789313318,1.5748143789313318,2008.3205479452051,2008.3205479452051,2008.3205479452051,1,False,False
Agincourt_Reef_No_1,2008,SOFT_CORAL_cover,1,1,primary,31.431469125782275,31.431469125782275,31.431469125782275,2008.3205479452051,2008.3205479452051,2008.3205479452051,1,False,False
Agincourt_Reef_No_1,2009,ALGAE_cover,1,1,primary,41.23777913225842,41.23777913225842,41.23777913225842,2009.0986301369865,2009.0986301369865,2009.0986301369865,1,False,False
Agincourt_Reef_No_1,2009,Fish_Herbivores,1,1,primary,45.95122463973237,45.95122463973237,45.95122463973237,2009.0986301369865,2009.0986301369865,2009.0986301369865,1,False,False
Agincourt_Reef_No_1,2009,HC_cover,1,1,primary,33.14258152456152,33.14258152456152,33.14258152456152,2009.0986301369865,2009.0986301369865,2009.0986301369865,1,False,True
Agincourt_Reef_No_1,2009,Juveniles,1,1,primary,6.946190061330287,6.946190061330287,6.946190061330287,2009.0986301369865,2009.0986301369865,2009.0986301369865,1,False,False
Agincourt_Reef_No_1,2009,MACROALGAE_cover,1,1,primary,0.788513145045187,0.788513145045187,0.788513145045187,2009.0986301369865,2009.0986301369865,2009.0986301369865,1,False,False
Agincourt_Reef_No_1,2009,SOFT_CORAL_cover,1,1,primary,27.858045420460027,27.858045420460027,27.858045420460027,2009.0986301369865,2009.0986301369865,2009.0986301369865,1,False,False
Agincourt_Reef_No_1,2010,ALGAE_cover,1,1,primary,40.51315335727392,40.51315335727392,40.51315335727392,2009.8876712328768,2009.8876712328768,2009.8876712328768,1,False,False
Agincourt_Reef_No_1,2010,Fish_Herbivores,1,1,primary,56.38814305350581,56.38814305350581,56.38814305350581,2009.8876712328768,2009.8876712328768,2009.8876712328768,1,False,False
Agincourt_Reef_No_1,2010,HC_cover,1,1,primary,34.51091988075093,34.51091988075093,34.51091988075093,2009.8876712328768,2009.8876712328768,2009.8876712328768,1,False,True
Agincourt_Reef_No_1,2010,Juveniles,1,1,primary,13.543924154919225,13.543924154919225,13.543924154919225,2009.8876712328768,2009.8876712328768,2009.8876712328768,1,False,False
Agincourt_Reef_No_1,2010,MACROALGAE_cover,1,1,primary,1.27646702640225,1.27646702640225,1.27646702640225,2009.8876712328768,2009.8876712328768,2009.8876712328768,1,False,False
Agincourt_Reef_No_1,2010,SOFT_CORAL_cover,1,1,primary,27.445047990320248,27.445047990320248,27.445047990320248,2009.8876712328768,2009.8876712328768,2009.8876712328768,1,False,False
Agincourt_Reef_No_1,2011,ALGAE_cover,1,1,primary,45.381230405149175,45.381230405149175,45.381230405149175,2011.0712328767124,2011.0712328767124,2011.0712328767124,1,False,False
Agincourt_Reef_No_1,2011,Fish_Herbivores,1,1,primary,41.88089917693282,41.88089917693282,41.88089917693282,2011.0712328767124,2011.0712328767124,2011.0712328767124,1,False,False
Agincourt_Reef_No_1,2011,HC_cover,1,1,primary,27.936632802227415,27.936632802227415,27.936632802227415,2011.0712328767124,2011.0712328767124,2011.0712328767124,1,False,True
Agincourt_Reef_No_1,2011,Juveniles,1,1,primary,8.372252199384013,8.372252199384013,8.372252199384013,2011.0712328767124,2011.0712328767124,2011.0712328767124,1,False,False
Agincourt_Reef_No_1,2011,MACROALGAE_cover,1,1,primary,1.9252726434557197,1.9252726434557197,1.9252726434557197,2011.0712328767124,2011.0712328767124,2011.0712328767124,1,False,False
Agincourt_Reef_No_1,2011,SOFT_CORAL_cover,1,1,primary,27.748730242955272,27.748730242955272,27.748730242955272,2011.0712328767124,2011.0712328767124,2011.0712328767124,1,False,False
Agincourt_Reef_No_1,2012,ALGAE_cover,1,1,primary,76.74974021937201,76.74974021937201,76.74974021937201,2012.128767123288,2012.128767123288,2012.128767123288,1,False,False
Agincourt_Reef_No_1,2012,Fish_Herbivores,1,1,primary,86.18528710430769,86.18528710430769,86.18528710430769,2012.128767123288,2012.128767123288,2012.128767123288,1,False,False
Agincourt_Reef_No_1,2012,HC_cover,1,1,primary,12.176360497914434,12.176360497914434,12.176360497914434,2012.128767123288,2012.128767123288,2012.128767123288,1,False,True
Agincourt_Reef_No_1,2012,Juveniles,1,1,primary,11.442973552984403,11.442973552984403,11.442973552984403,2012.128767123288,2012.128767123288,2012.128767123288,1,False,False
Agincourt_Reef_No_1,2012,MACROALGAE_cover,1,1,primary,1.2489015915592656,1.2489015915592656,1.2489015915592656,2012.128767123288,2012.128767123288,2012.128767123288,1,False,False
Agincourt_Reef_No_1,2012,SOFT_CORAL_cover,1,1,primary,11.743591384859506,11.743591384859506,11.743591384859506,2012.128767123288,2012.128767123288,2012.128767123288,1,False,False
Agincourt_Reef_No_1,2013,ALGAE_cover,1,1,primary,71.86710537688826,71.86710537688826,71.86710537688826,2013.021917808219,2013.021917808219,2013.021917808219,1,False,False
Agincourt_Reef_No_1,2013,Fish_Herbivores,1,1,primary,71.80118402336977,71.80118402336977,71.80118402336977,2013.021917808219,2013.021917808219,2013.021917808219,1,False,False
Agincourt_Reef_No_1,2013,HC_cover,1,1,primary,15.184786656002323,15.184786656002323,15.184786656002323,2013.021917808219,2013.021917808219,2013.021917808219,1,False,True
Agincourt_Reef_No_1,2013,Juveniles,1,1,primary,29.707325570229,29.707325570229,29.707325570229,2013.021917808219,2013.021917808219,2013.021917808219,1,False,False
Agincourt_Reef_No_1,2013,MACROALGAE_cover,1,1,primary,1.895201722290761,1.895201722290761,1.895201722290761,2013.021917808219,2013.021917808219,2013.021917808219,1,False,False
Agincourt_Reef_No_1,2013,SOFT_CORAL_cover,1,1,primary,12.857249322704597,12.857249322704597,12.857249322704597,2013.021917808219,2013.021917808219,2013.021917808219,1,False,False
Agincourt_Reef_No_1,2014,ALGAE_cover,1,1,primary,66.30566625405149,66.30566625405149,66.30566625405149,2014.2027397260276,2014.2027397260276,2014.2027397260276,1,False,False
Agincourt_Reef_No_1,2014,Fish_Herbivores,1,1,primary,105.79105001832092,105.79105001832092,105.79105001832092,2014.2027397260276,2014.2027397260276,2014.2027397260276,1,False,False
Agincourt_Reef_No_1,2014,HC_cover,1,1,primary,16.67566126071711,16.67566126071711,16.67566126071711,2014.2027397260276,2014.2027397260276,2014.2027397260276,1,False,True
Agincourt_Reef_No_1,2014,Juveniles,1,1,primary,44.896326824297056,44.896326824297056,44.896326824297056,2014.2027397260276,2014.2027397260276,2014.2027397260276,1,False,False
Agincourt_Reef_No_1,2014,MACROALGAE_cover,1,1,primary,2.0238821445204245,2.0238821445204245,2.0238821445204245,2014.2027397260276,2014.2027397260276,2014.2027397260276,1,False,False
Agincourt_Reef_No_1,2014,SOFT_CORAL_cover,1,1,primary,17.502450383113537,17.502450383113537,17.502450383113537,2014.2027397260276,2014.2027397260276,2014.2027397260276,1,False,False
Agincourt_Reef_No_1,2015,ALGAE_cover,1,1,primary,61.95337216024023,61.95337216024023,61.95337216024023,2015.172602739726,2015.172602739726,2015.172602739726,1,False,False
Agincourt_Reef_No_1,2015,Fish_Herbivores,1,1,primary,79.77207687829517,79.77207687829517,79.77207687829517,2015.172602739726,2015.172602739726,2015.172602739726,1,False,False
Agincourt_Reef_No_1,2015,HC_cover,1,1,primary,20.855648918378726,20.855648918378726,20.855648918378726,2015.172602739726,2015.172602739726,2015.172602739726,1,False,True
Agincourt_Reef_No_1,2015,Juveniles,1,1,primary,42.234289533853584,42.234289533853584,42.234289533853584,2015.172602739726,2015.172602739726,2015.172602739726,1,False,False
Agincourt_Reef_No_1,2015,MACROALGAE_cover,1,1,primary,2.4780526026208607,2.4780526026208607,2.4780526026208607,2015.172602739726,2015.172602739726,2015.172602739726,1,False,False
Agincourt_Reef_No_1,2015,SOFT_CORAL_cover,1,1,primary,16.921373312049333,16.921373312049333,16.921373312049333,2015.172602739726,2015.172602739726,2015.172602739726,1,False,False
Agincourt_Reef_No_1,2016,ALGAE_cover,1,1,primary,53.2023168930295,53.2023168930295,53.2023168930295,2015.9150684931503,2015.9150684931503,2015.9150684931503,1,False,False
Agincourt_Reef_No_1,2016,Fish_Herbivores,1,1,primary,50.79299739384481,50.79299739384481,50.79299739384481,2015.9150684931503,2015.9150684931503,2015.9150684931503,1,False,False
Agincourt_Reef_No_1,2016,HC_cover,1,1,primary,26.569385499281623,26.569385499281623,26.569385499281623,2015.9150684931503,2015.9150684931503,2015.9150684931503,1,False,True
Agincourt_Reef_No_1,2016,Juveniles,1,1,primary,52.39204964207232,52.39204964207232,52.39204964207232,2015.9150684931503,2015.9150684931503,2015.9150684931503,1,False,False
Agincourt_Reef_No_1,2016,MACROALGAE_cover,1,1,primary,2.9437970648892304,2.9437970648892304,2.9437970648892304,2015.9150684931503,2015.9150684931503,2015.9150684931503,1,False,False
Agincourt_Reef_No_1,2016,SOFT_CORAL_cover,1,1,primary,22.03652761263849,22.03652761263849,22.03652761263849,2015.9150684931503,2015.9150684931503,2015.9150684931503,1,False,False
Agincourt_Reef_No_1,2017,ALGAE_cover,1,1,primary,78.68134947143844,78.68134947143844,78.68134947143844,2016.6958904109588,2016.6958904109588,2016.6958904109588,1,False,False
Agincourt_Reef_No_1,2017,Fish_Herbivores,1,1,primary,47.54756847469582,47.54756847469582,47.54756847469582,2016.6958904109588,2016.6958904109588,2016.6958904109588,1,False,False
Agincourt_Reef_No_1,2017,HC_cover,1,1,primary,12.949162076156034,12.949162076156034,12.949162076156034,2016.6958904109588,2016.6958904109588,2016.6958904109588,1,False,True
Agincourt_Reef_No_1,2017,Juveniles,1,1,primary,19.852457096319664,19.852457096319664,19.852457096319664,2016.6958904109588,2016.6958904109588,2016.6958904109588,1,False,False
Agincourt_Reef_No_1,2017,MACROALGAE_cover,1,1,primary,4.271882521332042,4.271882521332042,4.271882521332042,2016.6958904109588,2016.6958904109588,2016.6958904109588,1,False,False
Agincourt_Reef_No_1,2017,SOFT_CORAL_cover,1,1,primary,8.61607689084876,8.61607689084876,8.61607689084876,2016.6958904109588,2016.6958904109588,2016.6958904109588,1,False,False
Agincourt_Reef_No_1,2018,ALGAE_cover,1,1,primary,78.45489009878617,78.45489009878617,78.45489009878617,2017.9561643835616,2017.9561643835616,2017.9561643835616,1,False,False
Agincourt_Reef_No_1,2018,Fish_Herbivores,1,1,primary,80.52334549820752,80.52334549820752,80.52334549820752,2017.9561643835616,2017.9561643835616,2017.9561643835616,1,False,False
Agincourt_Reef_No_1,2018,HC_cover,1,1,primary,13.46862919237348,13.46862919237348,13.46862919237348,2017.9561643835616,2017.9561643835616,2017.9561643835616,1,False,True
Agincourt_Reef_No_1,2018,Juveniles,1,1,primary,14.41113134863418,14.41113134863418,14.41113134863418,2017.9561643835616,2017.9561643835616,2017.9561643835616,1,False,False
Agincourt_Reef_No_1,2018,MACROALGAE_cover,1,1,primary,3.312286473153192,3.312286473153192,3.312286473153192,2017.9561643835616,2017.9561643835616,2017.9561643835616,1,False,False
Agincourt_Reef_No_1,2018,SOFT_CORAL_cover,1,1,primary,7.445883309489941,7.445883309489941,7.445883309489941,2017.9561643835616,2017.9561643835616,2017.9561643835616,1,False,False
Agincourt_Reef_No_1,2019,ALGAE_cover,1,1,primary,71.59613294212296,71.59613294212296,71.59613294212296,2019.1315068493152,2019.1315068493152,2019.1315068493152,1,False,False
Agincourt_Reef_No_1,2019,Fish_Herbivores,1,1,primary,70.52287496940299,70.52287496940299,70.52287496940299,2019.1315068493152,2019.1315068493152,2019.1315068493152,1,False,False
Agincourt_Reef_No_1,2019,HC_cover,1,1,primary,17.971979836431903,17.971979836431903,17.971979836431903,2019.1315068493152,2019.1315068493152,2019.1315068493152,1,False,True
Agincourt_Reef_No_1,2019,Juveniles,1,1,primary,17.20184910317507,17.20184910317507,17.20184910317507,2019.1315068493152,2019.1315068493152,2019.1315068493152,1,False,False
Agincourt_Reef_No_1,2019,MACROALGAE_cover,1,1,primary,3.4551357693255818,3.4551357693255818,3.4551357693255818,2019.1315068493152,2019.1315068493152,2019.1315068493152,1,False,False
Agincourt_Reef_No_1,2019,SOFT_CORAL_cover,1,1,primary,11.06536360716182,11.06536360716182,11.06536360716182,2019.1315068493152,2019.1315068493152,2019.1315068493152,1,False,False
Agincourt_Reef_No_1,2020,ALGAE_cover,1,1,primary,64.03185117894485,64.03185117894485,64.03185117894485,2020.1068493150683,2020.1068493150683,2020.1068493150683,1,False,False
Agincourt_Reef_No_1,2020,Fish_Herbivores,1,1,primary,55.934834330900166,55.934834330900166,55.934834330900166,2020.1068493150683,2020.1068493150683,2020.1068493150683,1,False,False
Agincourt_Reef_No_1,2020,HC_cover,1,1,primary,24.150918808950745,24.150918808950745,24.150918808950745,2020.1068493150683,2020.1068493150683,2020.1068493150683,1,False,True
Agincourt_Reef_No_1,2020,Juveniles,1,1,primary,12.684735569552574,12.684735569552574,12.684735569552574,2020.1068493150683,2020.1068493150683,2020.1068493150683,1,False,False
Agincourt_Reef_No_1,2020,MACROALGAE_cover,1,1,primary,2.886865035657489,2.886865035657489,2.886865035657489,2020.1068493150683,2020.1068493150683,2020.1068493150683,1,False,False
Agincourt_Reef_No_1,2020,SOFT_CORAL_cover,1,1,primary,12.171446483368763,12.171446483368763,12.171446483368763,2020.1068493150683,2020.1068493150683,2020.1068493150683,1,False,False
Agincourt_Reef_No_1,2021,ALGAE_cover,1,1,primary,62.57996883933824,62.57996883933824,62.57996883933824,2020.8493150684928,2020.8493150684928,2020.8493150684928,1,False,False
Agincourt_Reef_No_1,2021,Fish_Herbivores,1,1,primary,50.00552947077145,50.00552947077145,50.00552947077145,2020.8493150684928,2020.8493150684928,2020.8493150684928,1,False,False
Agincourt_Reef_No_1,2021,HC_cover,1,1,primary,23.91429529595699,23.91429529595699,23.91429529595699,2020.8493150684928,2020.8493150684928,2020.8493150684928,1,False,True
Agincourt_Reef_No_1,2021,Juveniles,1,1,primary,14.365151581168542,14.365151581168542,14.365151581168542,2020.8493150684928,2020.8493150684928,2020.8493150684928,1,False,False
